word,phonetics_us
worsening,/ˈwɜːrsənɪŋ/
caraway,/ˈkærəˌweɪ/
humiliating,/hjuˈmɪliˌeɪtɪŋ/
history,/ˈhɪstəri/
sensibility,/ˌsɛnsəˈbɪlɪti/
highway,/ˈhaɪˌweɪ/
template,/ˈtɛmplɪt/
instructor,/ɪnˈstrʌktɚ/
affordable,/əˈfɔːrdəbəl/
threatening,/ˈθrɛtənɪŋ/
yea,/jeɪ/
vest,/vɛst/
Israel,/ˈɪzreɪəl/
inventive,/ɪnˈvɛntɪv/
heresy,/ˈhɛrəsi/
recipient,/rɪˈsɪpiənt/
oar,/oʊr/
draft,/dræft/
yearly,/ˈjɪrli/
quarrel,/ˈkwɔrəl/
piping,/ˈpaɪpɪŋ/
loaded,/ˈloʊdɪd/
canoe,/kəˈnu/
mythology,/mɪˈθɑlədʒi/
removal,/rɪˈmuvəl/
planter,/ˈplæntɚ/
GP,/ˌdʒiːˈpiː/
hipster,/ˈhɪpstɚ/
waist,/weɪst/
merger,/ˈmɝdʒɚ/
toothpick,/ˈtuθˌpɪk/
frown,/fraʊn/
unheard,/ʌnˈhɝd/
clinical,/ˈklɪnɪkəl/
rite,/raɪt/
scanner,/ˈskænɚ/
unarmed,/ʌnˈɑrmd/
pitiful,/ˈpɪtɪfəl/
astronaut,/ˈæstrəˌnɔt/
gage,/geɪdʒ/
pelvis,/ˈpɛlvɪs/
enter,/ˈɛntɚ/
preside,/prɪˈzaɪd/
equality,/ɪˈkwɑlɪti/
backstage,/ˈbækˈsteɪdʒ/
hopefully,/ˈhoʊpfəli/
overly,/ˈoʊvɚli/
fitter,/ˈfɪtər/
glimmer,/ˈglɪmɚ/
courageous,/kəˈreɪdʒəs/
precedence,/ˈprɛsɪdəns/
senator,/ˈsɛnətɚ/
amusement,/əˈmjuzmənt/
boob,/bub/
coercive,/kəʊˈɜːrsɪv/
trig,/trɪɡ/
weep,/wip/
while,/hwaɪl/
stalemate,/ˈsteɪlˌmeɪt/
parson,/ˈpɑrsən/
stance,/stæns/
neat,/nit/
senseless,/ˈsɛnslɪs/
cockroach,/ˈkɑkˌroʊtʃ/
tricky,/ˈtrɪki/
prolific,/prəˈlɪfɪk/
beginner,/bɪˈgɪnɚ/
creak,/krik/
eligibility,/ˌɛlɪdʒɪˈbɪlɪti/
sardonic,/sɑrˈdɑnɪk/
waterproof,/ˈwɔtɚˌpruf/
Russian,/ˈrʌʃən/
facet,/ˈfæsɪt/
label,/ˈleɪbəl/
continually,/kənˈtɪnjʊəli/
toilette,/twɑˈlɛt/
shareholder,/ˈʃɛrˌhoʊldɚ/
registrar,/ˈrɛdʒəˌstrɑr/
disheartening,/dɪsˈhɑːrtənɪŋ/
lawful,/ˈlɔfəl/
isolation,/ˌaɪsəˈleɪʃən/
pollution,/pəˈluʃən/
block,/blɑk/
salad,/ˈsæləd/
pitchfork,/ˈpɪtʃˌfɔrk/
bronze,/brɑnz/
grasping,/ˈgræspɪŋ/
repeatedly,/rɪˈpiːtɪdli/
conversely,/ˈkɒnvɜːrsli/
unkind,/ʌnˈkaɪnd/
inch,/ɪntʃ/
profitable,/ˈprɑfɪtəbəl/
Prague,/ˈprɑːg/
mountainous,/ˈmaʊntənəs/
behave,/bɪˈheɪv/
policeman,/pəˈlismən/
entropy,/ˈɛntrəpi/
sallow,/ˈsæloʊ/
furthermore,/ˈfɝðɚˌmɔr/
cookbook,/ˈkʊkˌbʊk/
refinement,/rɪˈfaɪnmənt/
rivalry,/ˈraɪvəlri/
gorgeous,/ˈgɔrdʒəs/
equipped,/ɪˈkwɪpt/
lessening,/ˈlesnɪŋ/
ailing,/ˈeɪlɪŋ/
dynamism,/ˈdaɪnəˌmɪzəm/
battle,/ˈbætəl/
gap,/gæp/
magnitude,/ˈmægnɪˌtud/
barber,/ˈbɑrbɚ/
weekly,/ˈwikli/
square,/skwɛr/
Jordan,/ˈdʒɔːrdən/
tutor,/ˈtutɚ/
grown,/groʊn/
sailing,/ˈseɪlɪŋ/
question,/ˈkwɛstʃən/
loyalty,/ˈlɔɪəlti/
restitution,/ˌrɛstɪˈtuʃən/
nightfall,/ˈnaɪtˌfɔl/
fiddling,/ˈfɪdlɪŋ/
thick,/θɪk/
delineation,/dɪˌlɪniˈeɪʃən/
rattlesnake,/ˈrætəlˌsneɪk/
wrapping,/ˈræpɪŋ/
psychiatric,/ˌsaɪkiˈætrɪk/
ancestry,/ˈænsɛstri/
train,/treɪn/
unwilling,/ʌnˈwɪlɪŋ/
bacteria,/bækˈtɪriə/
intake,/ˈɪnˌteɪk/
onyx,/ˈɑnɪks/
thorough,/ˈθɜroʊ/
unduly,/ʌnˈduli/
nylon,/ˈnaɪlɑn/
patriotism,/ˈpeɪtriətɪzəm/
set,/sɛt/
consumption,/kənˈsʌmpʃən/
scornful,/ˈskɔrnfəl/
still,/stɪl/
brewery,/ˈbruəri/
glint,/glɪnt/
windy,/ˈwɪndi/
sign,/saɪn/
pen,/pɛn/
inaccessible,/ˌɪnəkˈsɛsəbl/
thundering,/ˈθʌndərɪŋ/
thankfully,/ˈθæŋkfʊli/
active,/ˈæktɪv/
humidity,/hjuˈmɪdɪti/
prelude,/ˈprɛljud/
lymph,/lɪmf/
forgotten,/fərˈgɒtən/
moratorium,/ˌmɔrəˈtɔriəm/
disaster,/dɪˈzæstɚ/
wrong,/rɔŋ/
slug,/slʌg/
courtship,/ˈkɔrtʃɪp/
diffuse,/v. dɪˈfjuz; adj. -ˈfjus/
breadth,/brɛdθ/
rocky,/ˈrɑki/
opera,/ˈɑpərə/
crow,/kroʊ/
nigh,/naɪ/
inherent,/ɪnˈhɪrənt/
vastly,/ˈvɑːstli/
transcript,/ˈtrænskrɪpt/
number,/ˈnʌmbɚ/
participate,/pɑrˈtɪsəˌpeɪt/
pasture,/ˈpæstʃɚ/
shattered,/ˈʃætərd/
Englishman,/ˈɪŋglɪʃmən/
glut,/glʌt/
anonymously,/əˈnɒnɪməsli/
respectfully,/rɪˈspɛktfʊli/
magpie,/ˈmægˌpaɪ/
wayward,/ˈweɪwɚd/
small,/smɔl/
job,/dʒɑb/
cement,/sɪˈmɛnt/
gregarious,/grɪˈgɛriəs/
rider,/ˈraɪdɚ/
aroused,/əˈraʊzd/
gambit,/ˈgæmbɪt/
flagged,/ˈflægd/
hateful,/ˈheɪtfəl/
punctual,/ˈpʌŋktʃuəl/
visibility,/ˌvɪzəˈbɪlɪti/
robot,/ˈroʊbət/
finch,/fɪntʃ/
cordial,/ˈkɔrdʒəl/
calculator,/ˈkælkjəˌleɪtɚ/
halting,/ˈhɔltɪŋ/
spine,/spaɪn/
measles,/ˈmizəlz/
deathbed,/ˈdɛθˌbɛd/
organism,/ˈɔrgəˌnɪzəm/
deluge,/ˈdɛljudʒ/
pervert,/v. pɚˈvɝt; n. ˈpɝvɚt/
pink,/pɪŋk/
scant,/skænt/
liege,/liːdʒ/
ATM,/ˌeɪtiːˈɛm/
credible,/ˈkrɛdəbəl/
differentiation,/ˌdɪfəˌrɛnʃiˈeɪʃən/
crazed,/ˈkreɪzd/
compassion,/kəmˈpæʃən/
whimper,/ˈhwɪmpɚ/
particularly,/pɚˈtɪkjəlɚli/
statistical,/stəˈtɪstɪkəl/
glisten,/ˈglɪsən/
priceless,/ˈpraɪslɪs/
dramatist,/ˈdræmətɪst/
lens,/lɛnz/
happening,/ˈhæpənɪŋ/
shaded,/ˈʃeɪdɪd/
hearty,/ˈhɑrti/
bower,/ˈbaʊɚ/
affection,/əˈfɛkʃən/
alert,/əˈlɝt/
pointedly,/ˈpɔɪntɪdli/
corridor,/ˈkɔrɪdɚ/
lessor,/ˈlɛsɔr/
speckled,/ˈspɛkəld/
poly,/ˈpɒli/
pint,/paɪnt/
deafening,/ˈdɛfənɪŋ/
antler,/ˈæntlɚ/
godlike,/ˈɡɒdˌlaɪk/
perfection,/pɚˈfɛkʃən/
chamber,/ˈtʃeɪmbɚ/
undoubtedly,/ʌnˈdaʊtɪdli/
pleated,/ˈpliːtɪd/
bush,/bʊʃ/
Switzerland,/ˈswɪtsərlənd/
thermometer,/θɚˈmɑmɪtɚ/
liable,/ˈlaɪəbəl/
nerd,/nɝd/
Japanese,/ˌdʒæpəˈniz/
apothecary,/əˈpɑθəˌkɛri/
famed,/ˈfeɪmd/
precise,/prɪˈsaɪs/
ticket,/ˈtɪkɪt/
excitement,/ɪkˈsaɪtmənt/
siege,/sidʒ/
where,/hwɛr/
institution,/ˌɪnstɪˈtuʃən/
holistic,/həʊˈlɪstɪk/
soldier,/ˈsoʊldʒɚ/
yawn,/jɔn/
vault,/vɔlt/
title,/ˈtaɪtəl/
layman,/ˈleɪmən/
redeeming,/rɪˈdiːmɪŋ/
haw,/hɔ/
founder,/ˈfaʊndɚ/
representation,/ˌrɛprɪzɛnˈteɪʃən/
nativity,/nəˈtɪvɪti/
hectic,/ˈhɛktɪk/
inflated,/ɪnˈfleɪtɪd/
honeymoon,/ˈhʌniˌmun/
menial,/ˈminiəl/
deacon,/ˈdikən/
incensed,/ɪnˈsɛnst/
wicked,/ˈwɪkɪd/
beach,/bitʃ/
libido,/lɪˈbidoʊ/
hereof,/hɪrˈʌv/
malnutrition,/ˌmælnuˈtrɪʃən/
gruel,/ˈgruəl/
alleged,/əˈlɛdʒd/
confusing,/kənˈfjuzɪŋ/
ultra,/ˈʌltrə/
obvious,/ˈɑbviəs/
trembling,/ˈtrɛmblɪŋ/
loft,/lɔft/
yardstick,/ˈjɑrdˌstɪk/
gate,/geɪt/
similar,/ˈsɪməlɚ/
tour,/tʊr/
twilight,/ˈtwaɪˌlaɪt/
eagle,/ˈigəl/
duress,/dʊˈrɛs/
independent,/ˌɪndɪˈpɛndənt/
intimate,/ˈɪntəmɪt/
tourism,/ˈtʊrɪzəm/
giver,/ˈgɪvər/
whether,/ˈhwɛðɚ/
polymer,/ˈpɑləmɚ/
bulkhead,/ˈbʌlkˌhɛd/
madhouse,/ˈmædˌhaʊs/
European,/ˌjʊrəˈpiən/
negotiation,/nɪˌgoʊʃiˈeɪʃən/
analyst,/ˈænəlɪst/
wrapper,/ræpɚ/
pessimistic,/ˌpɛsɪˈmɪstɪk/
boredom,/ˈbɔrdəm/
giveaway,/ˈgɪvəˌweɪ/
shale,/ʃeɪl/
awash,/əˈwɑʃ/
soon,/sun/
brave,/breɪv/
village,/ˈvɪlɪdʒ/
bud,/bʌd/
hopelessness,/ˈhəʊpləsnɪs/
seaweed,/ˈsiˌwid/
notable,/ˈnoʊtəbəl/
beech,/bitʃ/
cake,/keɪk/
Edinburgh,/ˈɛdɪnbərə/
boat,/boʊt/
almond,/ˈɑmənd/
lovely,/ˈlʌvli/
erection,/ɪˈrɛkʃən/
horror,/ˈhɔrɚ/
florist,/ˈflɔrɪst/
banker,/ˈbæŋkɚ/
instrumental,/ˌɪnstrəˈmɛntəl/
radioactive,/ˌreɪdioʊˈæktɪv/
policing,/pəˈliːsɪŋ/
stripe,/straɪp/
leaning,/ˈlinɪŋ/
text,/tɛkst/
stork,/stɔrk/
pneumonia,/nʊˈmoʊnjə/
impression,/ɪmˈprɛʃən/
hale,/heɪl/
hickory,/ˈhɪkəri/
senior,/ˈsinjɚ/
evacuation,/ɪˌvækjuˈeɪʃən/
bright,/braɪt/
pointless,/ˈpɔɪntlɪs/
fixed,/fɪkst/
sublime,/səˈblaɪm/
circular,/ˈsɝkjəlɚ/
affront,/əˈfrʌnt/
solace,/ˈsɑlɪs/
variety,/vəˈraɪɪti/
apartheid,/əˈpɑrtheɪt/
incisive,/ɪnˈsaɪsɪv/
coil,/kɔɪl/
jointly,/ˈdʒɔɪntli/
flighty,/ˈflaɪti/
calculated,/ˈkælkjəˌleɪtɪd/
taxpayer,/ˈtæksˌpeɪɚ/
jolly,/ˈdʒɑli/
corresponding,/ˌkɔrəˈspɑndɪŋ/
honey,/ˈhʌni/
norm,/nɔrm/
furnace,/ˈfɝnɪs/
patsy,/ˈpætsi/
bible,/ˈbaɪbəl/
exotic,/ɪgˈzɑtɪk/
lava,/ˈlɑvə/
interval,/ˈɪntɚvəl/
Paul,/pɔːl/
apparatus,/ˌæpəˈrætəs/
distrustful,/dɪsˈtrʌstfʊl/
nibble,/ˈnɪbəl/
oversight,/ˈoʊvɚˌsaɪt/
quicken,/ˈkwɪkən/
sill,/sɪl/
quantitative,/ˈkwɑntɪˌteɪtɪv/
neglect,/nɪˈglɛkt/
cluck,/klʌk/
mathematician,/ˌmæθəməˈtɪʃən/
apologetic,/əˌpɑləˈdʒɛtɪk/
respectable,/rɪˈspɛktəbəl/
retired,/rɪˈtaɪrd/
eccentric,/ɪkˈsɛntrɪk/
drake,/dreɪk/
initially,/ɪˈnɪʃəli/
taught,/tɔt/
timely,/ˈtaɪmli/
scruple,/ˈskrupəl/
herein,/hɪrˈɪn/
terraced,/ˈtɛrəst/
clarification,/ˌklærɪfɪˈkeɪʃən/
champagne,/ʃæmˈpeɪn/
guilt,/gɪlt/
homesick,/ˈhoʊmˌsɪk/
agent,/ˈeɪdʒənt/
disagreeable,/ˌdɪsəˈgriəbəl/
rusted,/ˈrʌstɪd/
appreciable,/əˈpriʃiəbəl/
sensational,/sɛnˈseɪʃənəl/
potted,/ˈpɑtɪd/
amazement,/əˈmeɪzmənt/
forever,/fɔrˈɛvɚ/
superlative,/səˈpɝlətɪv/
slit,/slɪt/
unlike,/ʌnˈlaɪk/
mandatory,/ˈmændəˌtɔri/
built,/bɪlt/
overpopulation,/ˌəʊvərpɒpjʊˈleɪʃən/
jar,/dʒɑr/
integrated,/ˈɪntɪgreɪtɪd/
disbelief,/ˌdɪsbɪˈlif/
tomorrow,/təˈmɔroʊ/
sheath,/ʃiθ/
anvil,/ˈænvɪl/
stair,/stɛr/
performance,/pɚˈfɔrməns/
architecture,/ˈɑrkɪˌtɛktʃɚ/
railroad,/ˈreɪlˌroʊd/
soup,/sup/
attention,/n. əˈtɛnʃən; interj. əˌtɛnˈʃʌn/
remittance,/rɪˈmɪtəns/
erupt,/ɪˈrʌpt/
doubtless,/ˈdaʊtlɪs/
strife,/straɪf/
scone,/skoʊn/
brawn,/brɔn/
abstract,/adj. æbˈstrækt/
shortage,/ˈʃɔrtɪdʒ/
work,/wɝk/
speechless,/ˈspitʃlɪs/
waxy,/ˈwæksi/
preview,/ˈpriˌvju/
unless,/ʌnˈlɛs/
dashed,/dæʃt/
pivotal,/ˈpɪvətəl/
cooked,/kʊkt/
optimistic,/ˌɒptɪˈmɪstɪk/
penthouse,/ˈpɛntˌhaʊs/
antidote,/ˈæntɪˌdoʊt/
patch,/pætʃ/
mansion,/ˈmænʃən/
sorority,/səˈrɔrɪti/
inability,/ˌɪnəˈbɪlɪti/
crescent,/ˈkrɛsənt/
shod,/ʃɑd/
schizophrenic,/ˌskɪtsəˈfrɛnɪk/
dude,/dud/
defeated,/dɪˈfiːtɪd/
place,/pleɪs/
onslaught,/ˈɑnˌslɔt/
pity,/ˈpɪti/
medal,/ˈmɛdəl/
sheriff,/ˈʃɛrɪf/
untidy,/ʌnˈtaɪdi/
scalp,/skælp/
cheery,/ˈtʃɪri/
stash,/stæʃ/
each,/itʃ/
ambassador,/æmˈbæsədɚ/
festival,/ˈfɛstəvəl/
financial,/fɪˈnænʃəl/
landing,/ˈlændɪŋ/
marital,/ˈmærɪtəl/
tush,/tʌʃ/
heedless,/ˈhiːdləs/
curtailment,/kɜːrˈteɪlmənt/
bait,/beɪt/
casting,/ˈkæstɪŋ/
churchyard,/ˈtʃɝtʃˌjɑrd/
rubble,/ˈrʌbəl/
jamb,/dʒæm/
farmhouse,/ˈfɑrmˌhaʊs/
maelstrom,/ˈmeɪlstrəm/
divider,/dɪˈvaɪdɚ/
turtle,/ˈtɝtəl/
typically,/ˈtɪpɪkəli/
coalition,/ˌkoʊəˈlɪʃən/
browser,/ˈbraʊzər/
steward,/ˈstuɚd/
treachery,/ˈtrɛtʃəri/
conservatory,/kənˈsɝvəˌtɔri/
terrier,/ˈtɛriɚ/
prostitution,/ˌprɑstɪˈtuʃən/
substitute,/ˈsʌbstɪˌtut/
Brussels,/ˈbrʌsəlz/
unfounded,/ʌnˈfaʊndɪd/
forbearance,/fɔrˈbɛrəns/
guilty,/ˈgɪlti/
zeal,/zil/
alike,/əˈlaɪk/
anomaly,/əˈnɑməli/
superb,/sʊˈpɝb/
disproportionate,/ˌdɪsprəˈpɔrʃənɪt/
acrobat,/ˈækrəˌbæt/
dance,/dæns/
over,/ˈoʊvɚ/
multitude,/ˈmʌltɪˌtud/
stirrup,/ˈstɜrəp/
cuisine,/kwɪˈzin/
blight,/blaɪt/
foolishly,/ˈfuːlɪʃli/
theft,/θɛft/
cosmopolitan,/ˌkɑzməˈpɑlɪtən/
delusion,/dɪˈluʒən/
sinner,/ˈsɪnər/
vicinity,/vɪˈsɪnɪti/
pin,/pɪn/
atom,/ˈætəm/
diseased,/dɪˈziːzd/
storeroom,/ˈstɔrˌrum/
tally,/ˈtæli/
visual,/ˈvɪʒuəl/
playmate,/ˈpleɪˌmeɪt/
trainer,/ˈtreɪnɚ/
kitchenette,/ˌkɪtʃəˈnɛt/
dynamic,/daɪˈnæmɪk/
relent,/rɪˈlɛnt/
ante,/ˈænti/
unspoken,/ʌnˈspoʊkən/
leafy,/ˈlifi/
house,/n./
accountant,/əˈkaʊntnt/
speaker,/ˈspikɚ/
assimilation,/əˌsɪməˈleɪʃən/
insistence,/ɪnˈsɪstəns/
smoke,/smoʊk/
uptake,/ˈʌpˌteɪk/
mechanism,/ˈmɛkəˌnɪzəm/
shrinking,/ˈʃrɪŋkɪŋ/
awakening,/əˈweɪkənɪŋ/
burnished,/ˈbɜːrnɪʃt/
drowning,/ˈdraʊnɪŋ/
Viking,/ˈvaɪkɪŋ/
judicial,/dʒuˈdɪʃəl/
bulb,/bʌlb/
lease,/lis/
elastic,/ɪˈlæstɪk/
reverie,/ˈrɛvəri/
dispirited,/dɪˈspɪrɪtɪd/
personification,/pɚˌsɑnəfɪˈkeɪʃən/
ignorance,/ˈɪgnərəns/
them,/ðɛm; unstressed ðəm/
tonight,/təˈnaɪt/
dancing,/ˈdɑːnsɪŋ/
speak,/spik/
overrated,/ˌəʊvərˈreɪtɪd/
abbot,/ˈæbət/
lousy,/ˈlaʊzi/
apportionment,/əˈpɔːrʃənmənt/
raw,/rɔ/
japan,/dʒəˈpæn/
emaciated,/ɪˈmeɪʃiˌeɪtɪd/
isle,/aɪl/
ordinary,/ˈɔrdənˌɛri/
pay,/peɪ/
American,/əˈmɛrɪkən/
unthinkable,/ʌnˈθɪŋkəbəl/
undertaking,/n. ˌʌndɚˈteɪkɪŋ/
load,/loʊd/
squatting,/ˈskwɒtɪŋ/
whence,/hwɛns/
nearly,/ˈnɪrli/
causeway,/ˈkɔzˌweɪ/
preservation,/ˌprɛzɚˈveɪʃən/
physic,/ˈfɪzɪk/
unearthly,/ʌnˈɝθli/
latest,/ˈleɪtɪst/
bewildered,/bɪˈwɪldɚd/
confidant,/ˈkɑnfɪˌdænt/
unholy,/ʌnˈhoʊli/
personal,/ˈpɝsənəl/
amen,/ˈeɪˈmɛn/
entourage,/ˌɑntʊˈrɑʒ/
barb,/bɑrb/
design,/dɪˈzaɪn/
diplomat,/ˈdɪpləˌmæt/
unorthodox,/ʌnˈɔrθədɑks/
mess,/mɛs/
immunity,/ɪˈmjuːnɪti/
primal,/ˈpraɪməl/
menacing,/ˈmɛnəsɪŋ/
tidings,/ˈtaɪdɪŋz/
famine,/ˈfæmɪn/
ram,/ræm/
staircase,/ˈstɛrˌkeɪs/
I,/aɪ/
stopper,/ˈstɑpɚ/
womanhood,/ˈwʊmənˌhʊd/
unabashed,/ˌʌnəˈbæʃt/
lateral,/ˈlætərəl/
sprite,/spraɪt/
rookie,/ˈrʊki/
assassination,/əˌsæsəˈneɪʃən/
prickly,/ˈprɪkli/
connected,/kəˈnɛktɪd/
uninhabited,/ˌʌnɪnˈhæbɪtɪd/
gasket,/ˈgæskɪt/
tentative,/ˈtɛntətɪv/
tepid,/ˈtɛpɪd/
sulk,/sʌlk/
lyre,/laɪr/
glucose,/ˈglukoʊs/
diagonal,/daɪˈægənəl/
herpes,/ˈhɝpiz/
impoverished,/ɪmˈpɒvərɪʃt/
local,/ˈloʊkəl/
ritual,/ˈrɪtʃuəl/
in,/ɪn/
float,/floʊt/
cease,/sis/
galley,/ˈgæli/
foreigner,/ˈfɔrənɚ/
bushy,/ˈbʊʃi/
paste,/peɪst/
weakly,/ˈwiːkli/
opponent,/əˈpoʊnənt/
intermittent,/ˌɪntɚˈmɪtənt/
worrisome,/ˈwɜrisəm/
wooded,/ˈwʊdɪd/
deference,/ˈdɛfərəns/
parched,/pɑrtʃt/
English,/ˈɪŋglɪʃ/
quarterly,/ˈkwɔrtɚli/
responsible,/rɪˈspɑnsəbəl/
perspective,/pɚˈspɛktɪv/
chug,/tʃʌg/
slag,/slæg/
cashier,/kæˈʃɪr/
Christmas,/ˈkrɪsməs/
Latin,/ˈlætən/
dissatisfaction,/ˌdɪssætɪsˈfækʃən/
brutal,/ˈbrutəl/
parable,/ˈpærəbəl/
booth,/buθ/
drown,/draʊn/
containment,/kənˈteɪnmənt/
ash,/æʃ/
sigh,/saɪ/
arrival,/əˈraɪvəl/
quizzical,/ˈkwɪzɪkəl/
ointment,/ˈɔɪntmənt/
cud,/kʌd/
weekend,/ˈwikˌɛnd/
protection,/prəˈtɛkʃən/
album,/ˈælbəm/
dispatcher,/dɪsˈpætʃəʳ/
yoga,/ˈjoʊgə/
totally,/ˈtəʊtəli/
bruised,/ˈbruːzd/
stingy,/ˈstɪndʒi/
nonetheless,/ˌnʌnðəˈlɛs/
homo,/ˈhəʊməʊ/
responsibility,/rɪˌspɑnsəˈbɪlɪti/
volunteer,/ˌvɑlənˈtɪr/
nigger,/ˈnɪgɚ/
citizen,/ˈsɪtəzən/
sawmill,/ˈsɔˌmɪl/
resounding,/rɪˈzaʊndɪŋ/
curfew,/ˈkɝfju/
bruising,/ˈbruːzɪŋ/
pyramid,/ˈpɪrəmɪd/
evasion,/ɪˈveɪʒən/
sarcastic,/sɑrˈkæstɪk/
probation,/proʊˈbeɪʃən/
lit,/lɪt/
misshapen,/ˌmɪsˈʃeɪpən/
uncharted,/ʌnˈtʃɑrtɪd/
hierarchy,/ˈhaɪəˌrɑrki/
shrill,/ʃrɪl/
trio,/ˈtrioʊ/
ground,/graʊnd/
meanly,/ˈmiːnlɪ/
orbit,/ˈɔrbɪt/
squabble,/ˈskwɑbəl/
unreliable,/ˌʌnrɪˈlaɪəbəl/
rat,/ræt/
supervision,/ˌsupɚˈvɪʒən/
deductible,/dɪˈdʌktɪbəl/
veneer,/vəˈnɪr/
papa,/ˈpɑpə/
wisp,/wɪsp/
bank,/bæŋk/
pr,/ˌpiːˈɑː/
saying,/ˈseɪɪŋ/
dank,/dæŋk/
Sabbath,/ˈsæbəθ/
tax,/tæks/
ashen,/ˈæʃən/
Esquire,/ˈɛskwaɪr/
impractical,/ɪmˈpræktɪkəl/
ape,/eɪp/
rev,/rɛv/
Scotch,/skɑtʃ/
bedding,/ˈbɛdɪŋ/
conduit,/ˈkɑndwɪt/
they,/ðeɪ/
rapport,/ræˈpɔr/
kettle,/ˈkɛtəl/
soil,/sɔɪl/
shrug,/ʃrʌg/
lacquer,/ˈlækɚ/
stewardess,/ˈstuɚdɪs/
chic,/ʃik/
poor,/pʊr/
otherwise,/ˈʌðɚˌwaɪz/
combo,/ˈkɑmboʊ/
ball,/bɔl/
qualification,/ˌkwɑləfɪˈkeɪʃən/
neutral,/ˈnutrəl/
acumen,/əˈkjumən/
irrigation,/ˌɪrɪˈgeɪʃən/
absence,/ˈæbsəns/
financially,/faɪˈnænʃəli/
querulous,/ˈkwɛrələs/
gorge,/gɔrdʒ/
virtue,/ˈvɝtʃu/
those,/ðoʊz/
communism,/ˈkɑmjəˌnɪzəm/
zealous,/ˈzɛləs/
saxophone,/ˈsæksəˌfoʊn/
interpretation,/ɪnˌtɝprɪˈteɪʃən/
oil,/ɔɪl/
divine,/dɪˈvaɪn/
inflow,/ˈɪnfləʊ/
clunk,/klʌŋk/
vibration,/vɪˈbreɪʃən/
serviceable,/ˈsɝvəsəbəl/
generation,/ˌdʒɛnəˈreɪʃən/
briefcase,/ˈbrifˌkeɪs/
undefined,/ˌʌndɪˈfaɪnd/
halfway,/ˈhæfˈweɪ/
shitty,/ˈʃɪti/
civilian,/sɪˈvɪljən/
scoop,/skup/
adapt,/əˈdæpt/
fastidious,/fæˈstɪdiəs/
fungal,/ˈfʌŋgəl/
seep,/sip/
clock,/klɑk/
receptive,/rɪˈsɛptɪv/
yahoo,/ˈjɑhu/
artifice,/ˈɑrtəfɪs/
populace,/ˈpɑpjələs/
forerunner,/ˈfɔrˌrʌnɚ/
typical,/ˈtɪpɪkəl/
sweatshirt,/ˈswɛtˌʃɝt/
Mary,/ˈmɛərɪ/
squeak,/skwik/
shot,/ʃɑt/
scamper,/ˈskæmpɚ/
keyboard,/ˈkiˌbɔrd/
fragile,/ˈfrædʒəl/
cater,/ˈkeɪtɚ/
cruise,/kruz/
superhero,/ˈsupɚˌhɪroʊ/
Gothic,/ˈgɑθɪk/
seating,/ˈsitɪŋ/
Oxford,/ˈɒksfəd/
pavement,/ˈpeɪvmənt/
inscription,/ɪnˈskrɪpʃən/
shoulder,/ˈʃoʊldɚ/
paramount,/ˈpærəˌmaʊnt/
meddle,/ˈmɛdəl/
amour,/əˈmʊr/
system,/ˈsɪstəm/
optional,/ˈɒpʃənəl/
blackboard,/ˈblækˌbɔrd/
oblong,/ˈɑbˌlɔŋ/
collateral,/kəˈlætərəl/
satchel,/ˈsætʃəl/
victim,/ˈvɪktəm/
close,/v./
paperback,/ˈpeɪpɚˌbæk/
chap,/tʃæp/
Finnish,/ˈfɪnɪʃ/
granted,/ˈgræntɪd/
plump,/plʌmp/
rouge,/ruʒ/
inquiry,/ɪnˈkwaɪri/
crankshaft,/ˈkræŋkˌʃæft/
foolproof,/ˈfulˌpruf/
comparison,/kəmˈpærəsən/
whist,/hwɪst/
printing,/ˈprɪntɪŋ/
retention,/rɪˈtɛnʃən/
student,/ˈstudənt/
unloading,/ˈʌnˈləʊdɪŋ/
seniority,/sinˈjɔrɪti/
assured,/əˈʃʊərd/
uneven,/ʌnˈivən/
forbidding,/fɚˈbɪdɪŋ/
obsession,/əbˈsɛʃən/
delivery,/dɪˈlɪvəri/
invasion,/ɪnˈveɪʒən/
unconventional,/ˌʌnkənˈvɛnʃənəl/
fitted,/ˈfɪtɪd/
necessary,/ˈnɛsəˌsɛri/
discretionary,/dɪˈskrɛʃənəri/
rarity,/ˈrɛrɪti/
apparently,/əˈpærəntli/
aggressively,/əˈgrɛsɪvli/
schematic,/skiˈmætɪk/
ruth,/'ruːθ/
heritage,/ˈhɛrɪtɪdʒ/
terrain,/təˈreɪn/
claret,/ˈklærɪt/
definition,/ˌdɛfəˈnɪʃən/
intrusive,/ɪnˈtrusɪv/
collected,/kəˈlɛktɪd/
rhetoric,/ˈrɛtərɪk/
noticeable,/ˈnoʊtɪsəbəl/
observance,/əbˈzɝvəns/
chastity,/ˈtʃæstɪti/
tombstone,/ˈtumˌstoʊn/
plush,/plʌʃ/
psychological,/ˌsaɪkəˈlɑdʒɪkəl/
pole,/poʊl/
shred,/ʃrɛd/
suspenseful,/səˈspɛnsfʊl/
ideology,/ˌaɪdiˈɑlədʒi/
marginal,/ˈmɑrdʒənəl/
embellishment,/ɪmˈbɛlɪʃmənt/
February,/ˈfɛbruˌɛri/
blushing,/ˈblʌʃɪŋ/
warrant,/ˈwɔrənt/
banquet,/ˈbæŋkwɪt/
constraint,/kənˈstreɪnt/
why,/hwaɪ/
